race,stench,sound,heat,intelligence,height,weight,strength,alignment,flight,bribe
halfling,11,10,14,13,100,63,113,good,0,
wingedrat,16,18,14,13,136,195,928,evil,1,
orc,19,16,4,3,354,390,2576,evil,0,
halfling,16,6,14,11,123,128,189,good,0,
orc,15,14,13,14,360,326,2293,evil,0,
halfling,10,11,3,17,143,99,170,good,0,
halfling,7,9,15,20,138,76,145,good,0,
wingedrat,14,19,16,10,169,254,1232,evil,1,
orc,19,24,5,11,362,363,2400,evil,0,
halfling,14,9,8,14,112,94,150,good,0,
wingedrat,13,16,8,12,144,209,1001,evil,1,
lizard,16,17,5,13,223,141,847,evil,0,
human,15,13,14,16,240,107,352,neutral,0,132.0
human,14,7,14,18,224,103,311,neutral,0,138.0
orc,26,15,12,6,377,320,2211,evil,0,
wingedrat,14,15,12,12,168,232,1083,evil,1,
orc,18,23,7,4,362,336,2340,evil,0,
orc,22,12,10,2,335,323,2234,evil,0,
lizard,20,14,0,18,219,137,887,evil,0,
lizard,16,15,-3,14,211,116,774,evil,0,
halfling,11,7,12,18,140,56,126,good,0,
human,11,12,16,20,221,98,315,neutral,0,145.0
orc,23,23,8,4,322,333,2256,evil,0,
orc,22,21,6,7,321,341,2301,evil,0,
lizard,20,14,-3,13,217,133,857,evil,0,
lizard,15,14,2,7,223,123,809,evil,0,
lizard,17,20,1,14,211,113,754,evil,0,
orc,21,14,11,8,301,306,2069,evil,0,
human,9,12,18,15,214,98,286,neutral,0,137.0
halfling,16,5,15,16,125,110,172,good,0,
human,16,16,10,19,214,106,315,neutral,0,135.0
halfling,11,15,11,14,139,83,152,good,0,
lizard,23,14,7,16,233,100,769,evil,0,
orc,23,18,11,16,325,300,2057,evil,0,
halfling,11,8,14,18,120,128,188,good,0,
halfling,14,13,16,15,146,107,180,good,0,
wingedrat,16,16,18,13,161,238,1145,evil,1,
human,15,14,11,17,202,101,303,neutral,0,140.0
orc,28,20,9,11,317,343,2272,evil,0,
wingedrat,14,15,15,10,148,207,970,evil,1,
human,13,8,18,14,207,96,307,neutral,0,128.0
human,11,10,13,25,201,106,306,neutral,0,155.0
orc,18,20,3,8,309,295,2006,evil,0,
human,14,16,11,19,217,106,328,neutral,0,141.0
lizard,18,17,2,16,205,128,803,evil,0,
human,15,12,7,13,225,98,321,neutral,0,125.0
human,13,13,9,21,229,103,322,neutral,0,146.0
wingedrat,17,9,11,14,159,190,928,evil,1,
lizard,21,17,2,9,236,136,982,evil,0,
human,11,10,9,20,239,95,314,neutral,0,146.0
wingedrat,15,14,15,11,156,199,946,evil,1,
wingedrat,15,17,17,11,177,224,1090,evil,1,
lizard,22,18,8,9,215,126,821,evil,0,
orc,24,20,11,6,344,316,2095,evil,0,
halfling,16,10,7,12,102,124,175,good,0,
wingedrat,14,12,18,16,153,221,1031,evil,1,
human,18,13,8,17,240,122,351,neutral,0,130.0
orc,18,22,12,6,322,345,2146,evil,0,
wingedrat,7,14,19,12,181,229,1133,evil,1,
halfling,16,3,17,15,151,99,174,good,0,
human,6,11,15,16,238,106,332,neutral,0,144.0
halfling,14,10,16,18,136,114,182,good,0,
human,13,12,12,20,207,90,278,neutral,0,145.0
wingedrat,20,19,15,11,149,239,1169,evil,1,
wingedrat,11,13,17,13,169,203,969,evil,1,
wingedrat,17,11,16,10,127,161,776,evil,1,
lizard,20,18,7,14,230,148,875,evil,0,
lizard,14,21,3,13,221,115,726,evil,0,
human,15,9,15,19,235,93,306,neutral,0,141.0
lizard,11,17,0,15,212,112,773,evil,0,
lizard,16,16,5,7,232,141,892,evil,0,
orc,20,18,7,9,337,348,2274,evil,0,
orc,18,24,9,15,330,314,2076,evil,0,
human,13,8,11,23,220,100,309,neutral,0,149.0
lizard,17,11,0,13,220,164,970,evil,0,
wingedrat,13,19,19,14,176,196,993,evil,1,
wingedrat,20,14,10,11,168,207,980,evil,1,
human,12,14,12,16,250,115,357,neutral,0,130.0
lizard,20,13,8,12,211,124,806,evil,0,
halfling,16,9,14,17,122,120,181,good,0,
orc,26,17,14,9,358,281,2075,evil,0,
wingedrat,17,19,12,11,164,216,1084,evil,1,
lizard,19,12,6,17,218,146,881,evil,0,
human,13,6,13,10,214,106,319,neutral,0,117.0
lizard,16,16,5,8,213,135,858,evil,0,
wingedrat,10,17,12,7,151,186,920,evil,1,
halfling,11,13,11,11,117,86,144,good,0,
orc,23,19,11,5,323,347,2346,evil,0,
lizard,19,16,7,13,219,124,831,evil,0,
halfling,5,11,14,13,141,135,205,good,0,
halfling,10,15,16,16,137,108,176,good,0,
lizard,22,19,-4,10,211,138,871,evil,0,
wingedrat,14,17,15,8,158,208,1027,evil,1,
human,9,12,14,18,231,111,329,neutral,0,146.0
wingedrat,14,16,15,8,181,196,1011,evil,1,
orc,18,14,12,13,338,289,2126,evil,0,
lizard,20,13,4,14,233,136,910,evil,0,
lizard,13,16,-3,12,232,122,860,evil,0,
human,16,16,14,21,228,98,312,neutral,0,146.0
halfling,11,9,10,15,132,59,125,good,0,
lizard,19,20,0,11,226,124,836,evil,0,
orc,16,19,9,10,332,333,2215,evil,0,
wingedrat,19,16,15,12,154,198,986,evil,1,
lizard,12,18,0,13,207,122,790,evil,0,
lizard,13,15,5,17,203,114,817,evil,0,
lizard,16,13,7,18,219,143,865,evil,0,
lizard,17,19,-3,14,222,144,917,evil,0,
orc,10,24,3,6,350,321,2134,evil,0,
wingedrat,12,19,13,16,170,193,999,evil,1,
halfling,13,12,10,16,136,99,167,good,0,
human,13,8,9,20,228,114,342,neutral,0,144.0
wingedrat,14,12,17,14,153,183,930,evil,1,
orc,19,15,10,10,355,335,2289,evil,0,
orc,18,22,12,9,330,323,2241,evil,0,
halfling,14,12,10,16,124,120,182,good,0,
lizard,18,15,0,9,215,115,778,evil,0,
lizard,12,14,5,18,225,144,881,evil,0,
halfling,17,13,11,16,133,122,188,good,0,
wingedrat,14,19,9,5,164,215,1032,evil,1,
wingedrat,17,17,10,9,143,245,1124,evil,1,
halfling,11,5,9,13,106,99,152,good,0,
halfling,13,9,13,14,146,107,180,good,0,
human,12,11,11,25,246,105,351,neutral,0,159.0
lizard,12,16,5,15,224,114,806,evil,0,
wingedrat,10,13,13,10,173,190,998,evil,1,
lizard,16,17,4,13,214,115,776,evil,0,
lizard,15,16,-1,12,220,144,928,evil,0,
wingedrat,19,18,17,9,160,208,1008,evil,1,
lizard,14,16,1,12,230,123,846,evil,0,
wingedrat,14,13,19,9,146,238,1080,evil,1,
orc,15,15,14,7,307,309,2068,evil,0,
wingedrat,11,19,11,10,143,190,899,evil,1,
orc,19,21,10,7,347,305,2159,evil,0,
halfling,15,6,13,18,125,108,170,good,0,
human,10,11,11,23,211,102,312,neutral,0,154.0
wingedrat,7,19,12,15,152,207,931,evil,1,
wingedrat,16,17,14,13,152,181,951,evil,1,
wingedrat,14,13,13,12,149,233,1116,evil,1,
lizard,19,12,1,14,233,135,917,evil,0,
human,14,9,10,22,238,113,331,neutral,0,145.0
halfling,15,3,12,14,111,106,161,good,0,
halfling,12,15,12,18,158,106,185,good,0,
wingedrat,12,15,13,15,168,221,1047,evil,1,
wingedrat,13,15,12,13,169,189,932,evil,1,
lizard,16,12,-3,13,200,113,752,evil,0,
halfling,14,10,12,14,135,108,175,good,0,
orc,18,21,8,5,378,354,2503,evil,0,
halfling,13,8,12,9,122,101,162,good,0,
wingedrat,10,16,20,16,153,185,871,evil,1,
lizard,13,12,7,17,230,129,846,evil,0,
human,9,14,12,18,211,112,321,neutral,0,145.0
halfling,9,11,13,16,132,84,150,good,0,
lizard,20,20,8,11,216,142,865,evil,0,
wingedrat,14,20,17,11,169,239,1151,evil,1,
halfling,10,8,15,17,119,111,170,good,0,
halfling,13,14,15,7,138,94,163,good,0,
wingedrat,21,18,14,13,149,194,909,evil,1,
lizard,11,16,0,14,219,122,786,evil,0,
halfling,6,12,13,19,134,114,181,good,0,
halfling,13,14,8,9,122,109,170,good,0,
wingedrat,20,17,17,11,169,183,948,evil,1,
wingedrat,14,16,14,13,160,192,957,evil,1,
human,13,13,12,16,214,117,331,neutral,0,135.0
halfling,13,11,8,8,127,88,151,good,0,
orc,22,15,8,10,350,315,2192,evil,0,
human,13,9,8,20,218,116,332,neutral,0,142.0
halfling,10,8,12,11,127,133,196,good,0,
halfling,16,16,9,17,143,122,193,good,0,
orc,18,16,5,11,355,349,2376,evil,0,
orc,20,11,11,9,324,363,2354,evil,0,
orc,17,21,7,7,347,322,2228,evil,0,
human,14,11,16,22,221,102,317,neutral,0,147.0
orc,20,21,10,9,359,322,2268,evil,0,
wingedrat,15,17,17,9,180,177,917,evil,1,
halfling,13,17,18,12,129,108,172,good,0,
human,14,13,15,22,218,105,321,neutral,0,147.0
orc,21,24,10,12,339,316,2139,evil,0,
wingedrat,19,13,17,13,154,205,989,evil,1,
wingedrat,16,9,19,15,168,161,826,evil,1,
wingedrat,14,17,12,14,172,195,990,evil,1,
human,17,16,11,16,222,100,317,neutral,0,133.0
halfling,13,13,14,19,125,96,158,good,0,
orc,24,17,7,11,318,326,2219,evil,0,
lizard,19,15,0,7,218,118,809,evil,0,
wingedrat,18,14,20,7,174,206,1082,evil,1,
human,11,10,9,17,189,108,309,neutral,0,139.0
orc,19,21,10,9,342,349,2353,evil,0,
orc,18,24,7,11,332,310,2110,evil,0,
wingedrat,18,15,12,12,167,202,987,evil,1,
lizard,19,17,-4,9,209,127,826,evil,0,
wingedrat,15,14,16,14,163,185,930,evil,1,
halfling,14,9,12,15,145,112,184,good,0,
lizard,21,12,7,11,222,136,813,evil,0,
halfling,11,9,9,20,131,95,160,good,0,
human,10,14,8,21,243,91,334,neutral,0,147.0
orc,19,19,15,9,344,350,2456,evil,0,
lizard,15,17,6,14,220,133,871,evil,0,
human,12,12,12,24,221,110,325,neutral,0,154.0
halfling,11,9,15,10,113,116,172,good,0,
human,14,14,12,23,221,103,316,neutral,0,149.0
human,12,15,13,20,207,103,301,neutral,0,148.0
wingedrat,13,18,16,7,167,213,1043,evil,1,
orc,19,19,11,6,338,330,2185,evil,0,
wingedrat,13,19,15,15,148,200,939,evil,1,
lizard,20,9,2,14,232,132,831,evil,0,
lizard,17,16,7,16,237,133,844,evil,0,
lizard,14,18,-7,16,209,132,845,evil,0,
halfling,10,10,7,13,142,100,171,good,0,
orc,17,26,15,5,323,329,2282,evil,0,
orc,22,27,10,8,314,292,2045,evil,0,
halfling,12,14,12,12,138,100,169,good,0,
halfling,10,12,10,12,135,114,181,good,0,
halfling,9,9,5,18,137,95,163,good,0,
halfling,15,9,16,10,126,102,165,good,0,
lizard,20,15,4,9,222,126,807,evil,0,
human,11,17,14,18,233,104,329,neutral,0,140.0
halfling,14,10,10,7,137,139,207,good,0,
human,8,9,15,15,231,95,314,neutral,0,137.0
wingedrat,11,19,11,13,165,196,978,evil,1,
human,11,15,9,21,219,111,324,neutral,0,148.0
human,11,15,11,24,237,107,326,neutral,0,157.0
human,13,13,12,22,208,113,331,neutral,0,153.0
wingedrat,12,15,13,12,163,220,1020,evil,1,
orc,19,20,5,9,357,323,2292,evil,0,
lizard,10,15,0,14,216,134,863,evil,0,
halfling,13,12,9,13,127,136,199,good,0,
human,14,16,14,15,240,105,335,neutral,0,132.0
orc,16,20,11,8,311,330,2166,evil,0,
orc,20,19,6,6,371,312,2287,evil,0,
lizard,21,15,5,9,222,129,837,evil,0,
orc,22,20,2,11,328,316,2180,evil,0,
human,13,10,5,21,205,122,333,neutral,0,141.0
halfling,11,9,16,20,134,96,163,good,0,
lizard,20,10,10,15,222,124,834,evil,0,
human,14,12,16,25,224,107,335,neutral,0,152.0
human,13,13,11,19,232,98,313,neutral,0,146.0
halfling,11,7,10,17,136,119,187,good,0,
human,16,8,13,26,225,105,320,neutral,0,151.0
wingedrat,13,16,20,13,161,195,935,evil,1,
wingedrat,12,18,15,11,159,177,905,evil,1,
orc,21,16,12,12,337,330,2172,evil,0,
halfling,11,10,11,16,116,97,155,good,0,
orc,21,15,7,13,355,321,2229,evil,0,
halfling,8,14,10,11,137,88,156,good,0,
human,9,15,8,20,210,108,326,neutral,0,145.0
lizard,11,20,2,5,230,119,842,evil,0,
lizard,14,15,3,12,213,128,809,evil,0,
human,15,10,8,16,230,99,318,neutral,0,130.0
orc,22,17,8,8,332,353,2363,evil,0,
halfling,10,13,11,15,138,102,171,good,0,
halfling,10,14,7,12,128,118,182,good,0,
halfling,12,11,15,9,132,106,172,good,0,
wingedrat,16,11,16,13,163,204,985,evil,1,
halfling,12,8,13,13,144,110,182,good,0,
orc,16,14,5,10,318,323,2307,evil,0,
human,10,18,16,21,215,107,314,neutral,0,150.0
human,10,12,16,19,240,103,328,neutral,0,144.0
human,11,13,9,19,211,100,304,neutral,0,142.0
lizard,12,11,9,9,221,123,779,evil,0,
human,9,11,15,17,230,124,365,neutral,0,138.0
human,16,8,10,23,199,97,288,neutral,0,147.0
halfling,12,10,12,13,135,87,154,good,0,
human,12,12,12,16,219,91,301,neutral,0,139.0
lizard,20,17,-2,8,197,114,738,evil,0,
human,14,11,12,18,212,99,315,neutral,0,139.0
wingedrat,17,15,17,8,172,260,1186,evil,1,
human,10,12,15,21,229,106,344,neutral,0,150.0
wingedrat,12,15,16,16,160,239,1093,evil,1,
wingedrat,13,14,9,14,137,210,952,evil,1,
human,15,11,11,16,225,102,322,neutral,0,133.0
lizard,8,16,2,15,215,146,818,evil,0,
lizard,10,13,11,8,212,152,884,evil,0,
wingedrat,17,13,16,17,149,174,884,evil,1,
wingedrat,9,13,12,17,152,204,975,evil,1,
human,10,8,13,17,203,116,336,neutral,0,140.0
human,12,15,16,18,219,106,329,neutral,0,144.0
halfling,13,7,12,13,113,126,182,good,0,
human,13,7,7,21,245,90,307,neutral,0,144.0
orc,20,12,15,6,373,332,2425,evil,0,
wingedrat,9,8,16,12,168,205,1033,evil,1,
halfling,13,10,13,21,116,90,148,good,0,
halfling,9,5,12,15,142,130,201,good,0,
orc,23,20,12,11,299,311,2215,evil,0,
human,13,14,11,17,226,102,322,neutral,0,139.0
wingedrat,16,12,8,14,170,207,1002,evil,1,
orc,21,13,13,8,352,333,2302,evil,0,
human,13,14,11,22,219,126,335,neutral,0,146.0
lizard,23,19,4,15,214,127,838,evil,0,
halfling,10,9,10,16,141,120,190,good,0,
lizard,20,15,2,11,221,149,922,evil,0,
lizard,18,16,3,13,224,130,856,evil,0,
halfling,15,13,9,16,138,92,161,good,0,
halfling,13,9,12,12,112,98,154,good,0,
orc,20,16,6,14,339,311,2213,evil,0,
lizard,21,17,9,12,202,107,710,evil,0,
wingedrat,13,12,13,16,162,199,992,evil,1,
wingedrat,19,16,15,12,141,224,1030,evil,1,
halfling,17,7,12,13,123,95,156,good,0,
lizard,20,12,6,8,216,133,857,evil,0,
human,9,9,12,15,219,110,325,neutral,0,132.0
halfling,8,5,16,18,117,102,160,good,0,
halfling,17,14,9,15,147,86,159,good,0,
halfling,14,10,8,14,124,80,142,good,0,
wingedrat,15,14,18,12,149,175,876,evil,1,
wingedrat,12,18,19,11,154,194,940,evil,1,
lizard,17,13,-1,8,218,104,749,evil,0,
halfling,11,7,16,17,121,88,148,good,0,
orc,22,21,13,12,309,338,2256,evil,0,
halfling,11,6,14,13,119,100,159,good,0,
lizard,19,16,1,17,216,126,824,evil,0,
halfling,14,13,16,22,143,86,157,good,0,
lizard,14,17,3,8,208,110,756,evil,0,
human,10,15,15,20,200,118,324,neutral,0,148.0
halfling,15,10,11,16,123,81,142,good,0,
human,14,16,16,23,232,103,328,neutral,0,152.0
orc,22,18,13,13,382,336,2365,evil,0,
orc,18,17,13,12,358,276,2073,evil,0,
halfling,15,9,16,13,128,105,169,good,0,
wingedrat,16,16,12,10,144,210,961,evil,1,
orc,19,19,9,4,335,312,2155,evil,0,
human,10,10,11,25,216,112,337,neutral,0,156.0
halfling,17,10,17,15,144,80,152,good,0,
halfling,16,11,11,18,116,102,160,good,0,
wingedrat,18,18,19,16,157,172,910,evil,1,
wingedrat,12,12,20,9,162,205,959,evil,1,
orc,17,21,13,12,319,331,2177,evil,0,
orc,22,26,13,11,348,364,2417,evil,0,
halfling,13,13,15,12,150,104,179,good,0,
orc,19,19,8,11,304,298,2049,evil,0,
orc,14,22,14,6,317,311,2201,evil,0,
wingedrat,15,11,21,14,151,218,1010,evil,1,
human,13,9,12,22,239,111,354,neutral,0,144.0
halfling,8,13,16,21,123,89,150,good,0,
human,16,9,16,26,242,98,343,neutral,0,155.0
wingedrat,15,14,15,13,176,220,1081,evil,1,
lizard,17,17,-1,14,212,123,840,evil,0,
halfling,16,12,17,17,145,94,166,good,0,
halfling,11,5,12,15,121,94,154,good,0,
lizard,20,6,-2,12,221,169,999,evil,0,
halfling,14,10,9,7,135,85,152,good,0,
human,17,14,11,20,227,104,324,neutral,0,134.0
wingedrat,19,14,20,14,136,200,931,evil,1,
lizard,20,15,5,7,208,148,872,evil,0,
human,12,12,10,20,224,89,302,neutral,0,144.0
human,13,16,13,21,236,106,335,neutral,0,148.0
orc,18,22,6,9,302,340,2194,evil,0,
lizard,17,12,1,12,231,125,829,evil,0,
orc,18,15,15,9,340,294,2026,evil,0,
lizard,21,16,12,18,223,136,861,evil,0,
lizard,14,15,1,11,226,128,899,evil,0,
halfling,17,6,15,13,144,124,196,good,0,
halfling,10,10,17,16,130,96,161,good,0,
orc,20,24,3,3,325,309,2178,evil,0,
human,14,10,15,12,219,114,339,neutral,0,123.0
halfling,12,9,10,7,132,77,143,good,0,
wingedrat,13,20,15,10,160,208,999,evil,1,
lizard,19,15,2,12,222,128,846,evil,0,
wingedrat,17,11,15,11,173,189,989,evil,1,
human,12,6,13,22,231,101,327,neutral,0,148.0
halfling,12,9,7,17,134,85,152,good,0,
lizard,13,18,1,16,216,141,862,evil,0,
lizard,18,16,1,17,206,137,860,evil,0,
wingedrat,19,16,16,15,167,211,1013,evil,1,
orc,19,15,14,14,327,336,2178,evil,0,
wingedrat,16,7,17,13,137,194,915,evil,1,
orc,24,18,10,7,354,326,2255,evil,0,
wingedrat,17,14,19,9,175,229,1135,evil,1,
wingedrat,11,15,11,8,166,235,1100,evil,1,
orc,14,23,12,6,345,333,2243,evil,0,
lizard,14,15,-4,13,209,154,889,evil,0,
lizard,19,17,-3,12,222,144,911,evil,0,
orc,19,19,11,8,339,295,2106,evil,0,
orc,18,15,13,6,345,335,2302,evil,0,
wingedrat,18,13,17,9,170,239,1127,evil,1,
orc,17,19,12,4,330,362,2426,evil,0,
human,11,15,8,25,231,112,347,neutral,0,155.0
human,9,14,12,25,216,97,310,neutral,0,161.0
halfling,10,8,13,15,120,88,148,good,0,
wingedrat,13,16,13,11,169,227,1090,evil,1,
orc,17,23,13,8,365,344,2344,evil,0,
human,10,14,9,13,227,99,315,neutral,0,130.0
lizard,24,14,8,16,199,133,815,evil,0,
orc,28,21,12,10,353,329,2323,evil,0,
orc,16,19,14,11,349,358,2409,evil,0,
human,11,12,17,22,229,103,331,neutral,0,150.0
orc,21,16,7,10,335,325,2257,evil,0,
halfling,14,12,10,14,109,115,169,good,0,
lizard,18,10,0,16,211,108,778,evil,0,
lizard,13,14,4,11,226,127,763,evil,0,
lizard,16,13,4,12,228,112,828,evil,0,
wingedrat,15,14,21,7,166,166,843,evil,1,
human,11,13,12,21,232,114,327,neutral,0,146.0
halfling,15,8,13,8,126,93,156,good,0,
human,6,13,12,19,197,107,307,neutral,0,152.0
halfling,13,10,10,17,139,106,175,good,0,
human,15,8,13,23,226,109,328,neutral,0,148.0
orc,15,15,6,11,358,326,2223,evil,0,
lizard,19,15,4,14,226,117,785,evil,0,
lizard,18,16,1,15,240,132,934,evil,0,
orc,18,26,16,6,327,335,2297,evil,0,
orc,23,24,11,9,348,347,2351,evil,0,
orc,20,16,14,11,318,301,2036,evil,0,
orc,25,13,9,7,341,335,2304,evil,0,
human,14,18,13,24,222,87,293,neutral,0,152.0
human,11,12,11,19,203,106,308,neutral,0,142.0
wingedrat,16,8,17,10,167,244,1136,evil,1,
lizard,16,16,-3,17,243,118,844,evil,0,
halfling,15,6,12,16,158,83,162,good,0,
wingedrat,19,19,14,14,158,212,994,evil,1,
halfling,7,7,9,14,124,86,148,good,0,
orc,16,21,9,9,358,358,2406,evil,0,
halfling,10,4,15,16,145,84,156,good,0,
halfling,11,12,11,10,124,104,166,good,0,
orc,18,17,14,8,363,325,2286,evil,0,
halfling,14,12,18,19,137,94,162,good,0,
wingedrat,18,12,15,12,158,206,966,evil,1,
human,11,7,12,20,216,98,301,neutral,0,145.0
lizard,16,10,4,11,198,125,770,evil,0,
human,7,17,15,24,245,113,367,neutral,0,163.0
lizard,16,18,5,15,213,123,752,evil,0,
lizard,18,18,-2,13,228,131,858,evil,0,
lizard,15,18,-2,10,220,135,871,evil,0,
human,15,6,9,19,220,110,329,neutral,0,139.0
wingedrat,15,9,13,11,150,169,829,evil,1,
halfling,5,7,14,14,132,92,158,good,0,
lizard,9,13,-1,8,222,130,879,evil,0,
orc,20,20,9,8,356,334,2284,evil,0,
lizard,19,12,5,12,232,115,810,evil,0,
human,17,11,11,22,220,107,328,neutral,0,145.0
wingedrat,9,11,12,11,141,192,943,evil,1,
lizard,19,11,-4,14,220,125,805,evil,0,
wingedrat,19,15,21,16,159,201,963,evil,1,
human,14,8,10,15,216,92,295,neutral,0,130.0
lizard,14,13,4,15,224,139,815,evil,0,
orc,24,20,11,7,340,346,2291,evil,0,
orc,23,11,10,7,359,291,2114,evil,0,
wingedrat,13,19,11,14,175,239,1167,evil,1,
halfling,16,6,8,14,129,109,173,good,0,
halfling,8,8,7,14,129,83,147,good,0,
human,8,10,12,25,212,99,303,neutral,0,161.0
orc,14,21,5,9,322,336,2174,evil,0,
halfling,14,4,16,20,100,137,187,good,0,
human,9,9,11,24,237,111,336,neutral,0,155.0
halfling,14,7,14,13,125,103,165,good,0,
human,8,13,12,16,216,96,321,neutral,0,140.0
wingedrat,10,9,17,15,156,204,973,evil,1,
human,11,15,17,26,226,84,303,neutral,0,164.0
lizard,15,15,3,14,215,126,833,evil,0,
lizard,16,15,1,10,212,137,859,evil,0,
orc,22,13,6,5,356,348,2348,evil,0,
wingedrat,12,16,11,11,169,213,1035,evil,1,
wingedrat,16,11,17,11,173,220,1057,evil,1,
wingedrat,16,15,13,11,152,200,929,evil,1,
human,11,10,13,19,222,95,317,neutral,0,138.0
wingedrat,16,13,13,14,163,230,1056,evil,1,
lizard,13,12,3,13,209,114,730,evil,0,
lizard,16,15,7,13,223,113,821,evil,0,
wingedrat,19,15,11,16,165,183,898,evil,1,
wingedrat,19,19,12,5,164,180,907,evil,1,
wingedrat,17,13,19,6,179,233,1094,evil,1,
lizard,24,21,10,16,238,125,844,evil,0,
halfling,9,3,9,13,142,93,164,good,0,
orc,15,22,14,11,362,336,2362,evil,0,
lizard,20,15,4,12,213,126,783,evil,0,
orc,17,26,8,9,357,357,2374,evil,0,
human,14,15,9,21,220,89,282,neutral,0,146.0
human,14,13,12,18,223,102,320,neutral,0,140.0
wingedrat,14,14,18,12,134,218,1017,evil,1,
halfling,8,7,13,15,114,138,195,good,0,
halfling,15,9,10,15,117,105,163,good,0,
wingedrat,18,16,12,14,124,219,936,evil,1,
halfling,17,7,15,17,138,104,173,good,0,
orc,22,25,9,8,336,336,2187,evil,0,
orc,19,15,9,6,356,361,2464,evil,0,
lizard,15,15,2,16,217,129,856,evil,0,
halfling,11,10,14,19,112,101,157,good,0,
wingedrat,9,11,13,17,160,192,994,evil,1,
wingedrat,16,15,18,13,156,209,1047,evil,1,
lizard,17,17,1,11,220,126,805,evil,0,
lizard,18,16,8,14,221,110,805,evil,0,
human,9,12,15,23,202,95,290,neutral,0,153.0
halfling,12,11,9,21,131,77,142,good,0,
lizard,16,16,2,15,222,118,806,evil,0,
wingedrat,15,18,16,10,144,227,1053,evil,1,
human,6,17,10,19,211,113,333,neutral,0,147.0
wingedrat,15,14,14,8,159,170,886,evil,1,
orc,21,22,10,12,358,326,2261,evil,0,
lizard,13,12,6,13,221,143,914,evil,0,
orc,18,16,7,7,336,297,2068,evil,0,
human,16,15,13,17,213,125,340,neutral,0,135.0
human,12,15,8,19,210,110,336,neutral,0,141.0
lizard,18,16,3,5,235,126,869,evil,0,
orc,13,19,13,11,335,355,2466,evil,0,
wingedrat,15,12,12,12,167,192,923,evil,1,
wingedrat,17,17,16,12,157,223,1054,evil,1,
orc,20,17,17,4,287,309,2091,evil,0,
wingedrat,18,11,17,10,152,215,1030,evil,1,
lizard,18,13,3,7,218,134,817,evil,0,
human,12,8,10,21,205,96,306,neutral,0,146.0
halfling,12,14,11,18,121,114,174,good,0,
halfling,14,13,9,9,88,98,142,good,0,
lizard,19,16,-4,9,238,142,956,evil,0,
human,14,17,12,23,211,88,280,neutral,0,147.0
orc,23,27,9,7,332,348,2269,evil,0,
halfling,15,8,13,16,121,107,167,good,0,
lizard,11,17,5,14,225,118,839,evil,0,
lizard,21,14,3,7,216,120,766,evil,0,
orc,18,19,11,10,332,319,2151,evil,0,
halfling,7,10,14,12,107,106,159,good,0,
halfling,13,3,16,18,132,119,185,good,0,
orc,16,24,13,8,339,295,2164,evil,0,
wingedrat,18,18,13,10,164,250,1203,evil,1,
halfling,16,7,15,16,133,96,162,good,0,
human,14,11,9,21,221,102,309,neutral,0,142.0
orc,27,22,6,12,353,325,2274,evil,0,
human,14,13,17,20,209,108,317,neutral,0,143.0
human,13,11,11,22,215,109,330,neutral,0,150.0
human,12,8,8,24,215,109,332,neutral,0,150.0
wingedrat,10,15,13,11,153,194,950,evil,1,
halfling,13,3,11,8,130,109,174,good,0,
human,14,14,10,19,217,110,323,neutral,0,144.0
wingedrat,12,14,21,12,157,179,871,evil,1,
halfling,10,8,15,13,98,102,151,good,0,
halfling,14,13,11,17,122,114,175,good,0,
orc,22,16,9,8,333,320,2141,evil,0,
lizard,11,10,-4,13,212,137,851,evil,0,
orc,21,22,11,9,315,310,2162,evil,0,
halfling,14,8,16,14,111,119,174,good,0,
lizard,20,11,2,16,222,125,811,evil,0,
lizard,21,15,-1,17,224,118,831,evil,0,
halfling,8,10,5,17,125,116,178,good,0,
orc,18,19,11,11,318,349,2259,evil,0,
orc,21,23,12,11,371,304,2270,evil,0,
lizard,11,14,3,13,204,121,781,evil,0,
orc,18,22,8,4,330,321,2258,evil,0,
lizard,12,13,9,8,209,142,848,evil,0,
lizard,14,16,0,14,228,149,938,evil,0,
human,13,12,15,22,223,90,296,neutral,0,150.0
lizard,14,9,0,9,202,124,765,evil,0,
orc,23,22,9,9,323,324,2150,evil,0,
wingedrat,15,8,16,7,181,233,1139,evil,1,
orc,15,22,11,8,383,292,2133,evil,0,
human,17,13,10,21,218,104,315,neutral,0,142.0
lizard,18,16,3,13,208,121,818,evil,0,
lizard,17,19,2,16,216,144,918,evil,0,
wingedrat,9,16,17,14,167,227,1099,evil,1,
orc,23,17,11,4,314,336,2146,evil,0,
wingedrat,18,12,13,14,155,175,893,evil,1,
orc,21,20,11,9,353,321,2297,evil,0,
halfling,12,5,15,11,137,115,183,good,0,
halfling,13,14,11,19,123,88,149,good,0,
orc,26,21,4,7,370,313,2262,evil,0,
orc,16,16,12,14,343,330,2209,evil,0,
human,13,11,11,15,245,104,332,neutral,0,134.0
lizard,21,13,1,14,219,116,790,evil,0,
lizard,15,8,0,11,227,142,860,evil,0,
wingedrat,12,12,11,9,181,243,1154,evil,1,
halfling,9,12,14,17,129,80,144,good,0,
orc,17,16,8,15,354,349,2421,evil,0,
halfling,14,10,13,10,137,86,154,good,0,
halfling,10,8,12,13,138,108,177,good,0,
human,9,7,12,19,202,95,297,neutral,0,143.0
human,14,14,13,16,226,109,337,neutral,0,133.0
wingedrat,14,14,8,11,155,213,1006,evil,1,
halfling,12,9,17,9,120,126,186,good,0,
