race,stench,sound,heat,intelligence,height,weight,strength,alignment,flight,bribe
human,13,8,14,38,216,101,311,neutral,0,154.0
lizard,20,20,-17,25,212,116,750,neutral,0,
orc,50,28,13,9,338,350,2277,evil,0,
halfling,17,14,13,22,133,127,193,good,0,
lizard,22,19,-17,26,208,105,719,neutral,0,
halfling,13,8,10,25,115,83,140,good,0,
human,16,8,18,31,226,115,331,neutral,0,140.0
lizard,23,18,-16,13,214,144,888,evil,0,
lizard,20,15,-26,19,227,104,790,evil,0,
human,16,7,10,34,214,99,301,neutral,0,147.0
human,10,12,12,37,234,104,331,neutral,0,153.0
human,13,13,14,26,227,102,331,neutral,0,141.0
wingedrat,20,13,29,16,151,233,1077,evil,1,
wingedrat,20,14,23,8,153,207,991,evil,1,
orc,47,22,11,12,359,295,2087,evil,0,
halfling,11,15,13,21,120,106,166,good,0,
lizard,22,21,-15,15,226,131,834,evil,0,
wingedrat,29,15,19,14,171,194,928,evil,1,
halfling,14,12,13,23,110,92,147,good,0,
lizard,27,24,-24,24,233,132,889,evil,0,
orc,35,28,10,7,319,266,1981,evil,0,
lizard,29,20,-12,23,232,129,863,evil,0,
halfling,16,5,9,24,119,83,142,good,0,
halfling,13,4,14,29,108,83,137,good,0,
lizard,22,27,-22,28,226,132,856,neutral,0,
halfling,20,6,14,25,115,117,174,good,0,
orc,49,27,15,8,337,328,2239,evil,0,
wingedrat,20,13,28,15,147,225,1060,evil,1,
human,14,18,8,32,216,107,325,neutral,0,145.0
wingedrat,19,16,27,11,158,213,1017,evil,1,
lizard,25,21,-15,23,224,113,785,evil,0,
orc,40,28,12,12,335,344,2228,evil,0,
human,15,7,12,29,214,90,300,neutral,0,134.0
halfling,14,13,13,26,139,97,166,good,0,
halfling,16,13,11,17,118,103,162,good,0,
wingedrat,29,12,25,9,153,178,928,evil,1,
halfling,16,7,13,23,148,116,190,good,0,
lizard,22,22,-16,24,218,126,813,neutral,0,
halfling,13,13,7,22,121,103,163,good,0,
human,14,11,14,30,235,102,321,neutral,0,141.0
halfling,15,16,12,19,138,85,154,good,0,
orc,41,24,11,12,310,298,2019,evil,0,
orc,31,19,6,10,355,286,2119,evil,0,
orc,46,20,6,9,363,321,2287,evil,0,
lizard,26,18,-10,22,203,105,734,evil,0,
wingedrat,26,15,22,10,154,230,1096,evil,1,
orc,50,20,9,4,296,354,2261,evil,0,
human,13,7,10,36,210,96,296,neutral,0,151.0
human,6,15,5,32,215,104,314,neutral,0,147.0
wingedrat,29,16,27,10,165,220,1038,evil,1,
halfling,11,3,12,24,115,134,191,good,0,
lizard,23,22,-20,23,209,116,765,neutral,0,
human,8,17,16,40,236,110,339,neutral,0,155.0
orc,45,27,9,8,346,342,2332,evil,0,
wingedrat,31,17,26,5,130,257,1138,evil,1,
human,6,18,13,36,221,103,313,neutral,0,157.0
human,5,9,12,35,215,92,291,neutral,0,152.0
wingedrat,26,16,21,7,162,182,925,evil,1,
halfling,14,7,12,30,119,95,154,good,0,
wingedrat,28,11,28,14,171,232,1107,evil,1,
lizard,22,25,-20,19,216,113,846,evil,0,
wingedrat,31,17,15,9,170,206,1058,evil,1,
orc,47,32,12,6,334,334,2279,evil,0,
orc,33,22,9,4,344,296,2099,evil,0,
orc,57,26,7,14,312,330,2183,evil,0,
wingedrat,22,13,19,15,160,226,1021,evil,1,
human,14,6,15,31,227,94,318,neutral,0,142.0
lizard,20,22,-21,20,207,124,760,neutral,0,
human,16,8,16,40,223,107,331,neutral,0,152.0
halfling,14,13,13,25,114,92,149,good,0,
lizard,19,18,-22,13,209,123,809,evil,0,
human,14,17,12,38,234,90,305,neutral,0,154.0
lizard,21,19,-12,12,211,120,790,evil,0,
wingedrat,33,20,25,15,166,240,1131,evil,1,
orc,35,20,10,14,348,284,2022,evil,0,
human,16,10,15,30,232,101,318,neutral,0,142.0
lizard,29,24,-17,24,217,120,793,evil,0,
wingedrat,25,14,24,6,150,215,997,evil,1,
lizard,15,16,-17,23,206,123,792,neutral,0,
orc,48,35,14,6,326,307,2103,evil,0,
halfling,15,10,16,29,142,104,175,good,0,
orc,42,32,8,11,313,312,2167,evil,0,
halfling,13,7,8,24,133,111,177,good,0,
lizard,17,19,-17,19,221,136,829,neutral,0,
lizard,24,20,-14,29,209,141,822,neutral,0,
halfling,13,8,14,22,128,108,172,good,0,
halfling,17,13,6,21,147,95,168,good,0,
human,15,8,7,35,231,98,324,neutral,0,149.0
human,13,10,14,25,225,100,319,neutral,0,136.0
wingedrat,22,15,25,12,168,207,995,evil,1,
orc,47,34,7,4,317,309,2130,evil,0,
lizard,23,17,-27,27,223,132,894,neutral,0,
human,12,11,13,37,233,100,322,neutral,0,153.0
wingedrat,26,20,31,14,153,192,953,evil,1,
wingedrat,27,19,19,14,161,233,1017,evil,1,
lizard,19,14,-19,21,225,115,785,neutral,0,
halfling,13,10,14,23,141,96,166,good,0,
orc,53,26,9,9,308,285,2103,evil,0,
halfling,16,9,7,30,140,123,193,good,0,
orc,48,23,9,5,336,307,2101,evil,0,
wingedrat,27,15,26,13,151,242,1076,evil,1,
orc,34,32,10,11,314,328,2139,evil,0,
human,9,14,14,30,234,100,319,neutral,0,144.0
human,8,8,12,37,234,106,323,neutral,0,150.0
wingedrat,25,15,27,15,166,199,914,evil,1,
halfling,15,12,8,21,125,93,155,good,0,
halfling,13,12,9,26,128,93,157,good,0,
wingedrat,30,13,23,10,139,190,862,evil,1,
lizard,24,23,-16,21,232,108,745,evil,0,
lizard,22,23,-17,21,216,120,823,evil,0,
wingedrat,30,15,18,13,135,200,971,evil,1,
orc,43,29,5,4,302,300,2060,evil,0,
lizard,20,21,-26,23,226,149,899,neutral,0,
wingedrat,26,13,19,10,139,203,914,evil,1,
human,14,14,11,27,231,106,330,neutral,0,139.0
human,13,13,15,34,231,98,314,neutral,0,146.0
wingedrat,20,13,11,13,156,218,1015,evil,1,
wingedrat,28,11,22,13,150,196,937,evil,1,
wingedrat,33,15,31,15,146,221,1086,evil,1,
human,7,11,13,32,229,110,330,neutral,0,150.0
halfling,15,13,15,22,100,82,132,good,0,
human,14,16,12,35,202,113,318,neutral,0,153.0
orc,55,28,8,5,339,336,2245,evil,0,
wingedrat,27,13,25,17,186,174,928,evil,1,
lizard,22,17,-9,24,211,137,813,neutral,0,
orc,41,23,11,12,337,322,2216,evil,0,
halfling,13,9,14,31,142,116,187,good,0,
orc,60,34,16,10,344,322,2164,evil,0,
halfling,19,9,11,24,101,129,179,good,0,
,7,2,13,19,124,117,179,good,0,
orc,47,18,5,13,333,373,2416,evil,0,
human,14,14,11,44,238,116,343,neutral,0,164.0
lizard,23,22,-26,21,218,123,841,evil,0,
orc,25,23,12,6,331,335,2284,evil,0,
halfling,15,6,15,18,101,93,143,good,0,
orc,35,23,13,9,361,315,2240,evil,0,
wingedrat,16,17,23,11,161,198,983,evil,1,
wingedrat,31,16,16,11,167,199,977,evil,1,
halfling,16,10,14,21,107,77,130,good,0,
halfling,13,8,10,24,147,131,204,good,0,
wingedrat,24,16,19,10,157,192,959,evil,1,
lizard,15,23,-24,18,208,143,895,neutral,0,
halfling,13,6,13,25,121,116,176,good,0,
human,10,11,12,33,216,101,320,neutral,0,149.0
human,11,10,13,31,227,99,316,neutral,0,145.0
lizard,22,20,-15,20,213,121,814,evil,0,
lizard,19,24,-13,24,227,120,809,neutral,0,
wingedrat,27,18,32,7,182,179,945,evil,1,
halfling,15,13,14,25,121,114,174,good,0,
wingedrat,16,14,31,13,165,223,1026,evil,1,
wingedrat,30,16,30,14,175,203,1042,evil,1,
orc,42,25,6,8,344,302,2167,evil,0,
lizard,22,26,-23,29,215,133,831,neutral,0,
orc,48,24,10,12,317,317,2104,evil,0,
wingedrat,33,14,20,17,166,240,1163,evil,1,
human,14,16,8,31,231,113,338,neutral,0,146.0
human,10,14,12,35,219,103,320,neutral,0,147.0
halfling,19,9,8,17,151,102,177,good,0,
lizard,23,19,-19,22,230,123,839,evil,0,
human,13,14,16,38,216,101,311,neutral,0,155.0
lizard,26,26,-14,23,220,106,780,evil,0,
halfling,9,9,13,22,131,111,176,good,0,
orc,40,31,10,7,339,321,2072,evil,0,
human,15,8,13,35,210,109,319,neutral,0,148.0
orc,51,25,7,11,339,303,2224,evil,0,
human,11,12,15,38,215,107,308,neutral,0,156.0
halfling,12,3,12,21,114,105,162,good,0,
orc,47,29,6,6,353,328,2285,evil,0,
human,13,14,16,39,212,102,309,neutral,0,158.0
human,15,11,14,33,228,112,334,neutral,0,148.0
halfling,17,9,12,24,111,99,154,good,0,
lizard,16,26,-13,22,202,113,768,neutral,0,
lizard,17,17,-15,22,227,127,814,neutral,0,
lizard,27,15,-14,21,223,149,911,evil,0,
halfling,19,11,16,20,124,65,127,good,0,
orc,39,30,11,3,322,343,2170,evil,0,
halfling,16,4,12,18,139,104,173,good,0,
lizard,26,25,-15,15,201,136,839,evil,0,
orc,51,30,10,4,329,300,2080,evil,0,
halfling,11,12,15,27,128,115,179,good,0,
wingedrat,27,15,19,8,171,224,1033,evil,1,
wingedrat,20,18,27,15,159,222,1083,evil,1,
human,15,8,16,36,214,113,340,neutral,0,149.0
orc,50,23,15,15,363,363,2462,evil,0,
human,14,16,13,39,238,117,369,neutral,0,157.0
lizard,19,21,-21,20,224,148,918,neutral,0,
halfling,14,10,11,22,120,104,164,good,0,
human,12,15,7,32,223,107,333,neutral,0,144.0
wingedrat,25,13,21,13,154,217,993,evil,1,
wingedrat,35,17,22,14,128,214,990,evil,1,
halfling,18,12,14,21,128,101,165,good,0,
lizard,19,16,-12,29,221,133,846,neutral,0,
orc,51,30,6,10,332,347,2344,evil,0,
halfling,16,6,16,27,121,107,167,good,0,
human,14,10,11,36,199,94,297,neutral,0,150.0
human,15,16,15,26,226,110,332,neutral,0,139.0
orc,46,25,13,12,334,335,2291,evil,0,
halfling,15,14,11,25,115,93,150,good,0,
wingedrat,26,16,30,9,162,208,966,evil,1,
wingedrat,29,9,22,12,180,205,1003,evil,1,
human,9,10,11,32,220,120,354,neutral,0,150.0
orc,45,30,9,12,351,330,2327,evil,0,
wingedrat,20,19,24,17,143,216,991,evil,1,
human,11,11,12,37,216,99,310,neutral,0,154.0
lizard,23,22,-17,18,217,135,783,evil,0,
human,13,13,11,31,220,96,316,neutral,0,144.0
human,4,12,11,31,222,111,330,neutral,0,149.0
lizard,20,18,-17,17,240,132,846,evil,0,
human,8,11,9,38,205,102,310,neutral,0,158.0
lizard,20,22,-14,22,208,111,774,neutral,0,
orc,50,24,6,11,322,332,2318,evil,0,
lizard,22,22,-22,26,216,137,837,neutral,0,
orc,50,30,10,5,308,318,2210,evil,0,
halfling,9,9,12,26,123,111,172,good,0,
human,6,14,9,38,224,120,345,neutral,0,155.0
wingedrat,22,15,24,16,151,208,985,evil,1,
lizard,23,30,-27,25,217,104,756,neutral,0,
lizard,30,24,-18,26,223,125,813,evil,0,
lizard,16,19,-26,19,215,123,789,neutral,0,
lizard,24,17,-18,25,220,128,836,neutral,0,
lizard,18,15,-19,17,222,130,850,evil,0,
wingedrat,28,12,16,11,161,234,1085,evil,1,
human,11,9,11,34,227,97,311,neutral,0,146.0
human,12,12,14,34,223,91,302,neutral,0,146.0
wingedrat,27,17,26,14,161,202,997,evil,1,
lizard,27,18,-16,16,230,119,818,evil,0,
orc,51,30,11,7,365,306,2166,evil,0,
lizard,22,22,-16,27,225,147,905,neutral,0,
lizard,19,20,-11,23,218,125,850,neutral,0,
human,12,15,12,25,205,115,330,neutral,0,141.0
lizard,22,23,-20,23,218,150,896,neutral,0,
orc,61,21,10,11,339,328,2249,evil,0,
wingedrat,21,15,25,11,156,223,1003,evil,1,
halfling,16,12,15,23,134,94,161,good,0,
halfling,13,15,14,20,122,98,159,good,0,
halfling,10,4,15,22,135,101,168,good,0,
orc,54,24,12,7,349,283,2053,evil,0,
wingedrat,23,17,23,16,169,169,883,evil,1,
human,18,14,14,33,228,101,329,neutral,0,147.0
orc,49,31,12,6,340,372,2504,evil,0,
human,10,14,14,27,241,101,332,neutral,0,141.0
orc,55,21,6,10,336,332,2257,evil,0,
wingedrat,29,18,27,14,163,193,983,evil,1,
lizard,22,22,-19,28,208,131,817,neutral,0,
human,8,17,9,31,230,113,335,neutral,0,146.0
human,6,13,16,25,217,100,319,neutral,0,138.0
human,7,16,11,26,218,114,334,neutral,0,138.0
lizard,25,18,-17,19,232,109,771,evil,0,
halfling,11,5,10,31,124,90,152,good,0,
human,10,14,12,42,222,102,321,neutral,0,160.0
lizard,19,24,-25,25,216,157,985,neutral,0,
lizard,21,15,-16,18,208,127,778,evil,0,
lizard,18,22,-28,22,216,137,872,neutral,0,
halfling,12,10,15,32,122,110,171,good,0,
human,15,13,12,44,224,98,313,neutral,0,160.0
lizard,21,20,-20,28,234,111,770,neutral,0,
wingedrat,23,13,18,11,140,227,1031,evil,1,
lizard,22,25,-17,25,221,153,918,neutral,0,
wingedrat,28,14,26,15,141,205,1025,evil,1,
wingedrat,26,13,26,11,164,214,1050,evil,1,
halfling,15,5,11,25,129,114,178,good,0,
orc,40,27,11,12,338,335,2232,evil,0,
lizard,20,17,-18,18,205,136,781,evil,0,
halfling,16,16,16,24,158,106,185,good,0,
halfling,19,7,7,26,120,98,158,good,0,
human,15,14,12,36,217,125,352,neutral,0,148.0
halfling,18,7,12,22,115,125,182,good,0,
wingedrat,24,17,31,11,161,181,870,evil,1,
lizard,23,21,-21,26,225,132,866,neutral,0,
human,12,13,13,28,194,101,299,neutral,0,141.0
halfling,17,8,17,21,108,148,202,good,0,
wingedrat,23,12,15,10,157,248,1158,evil,1,
halfling,12,16,8,33,120,107,167,good,0,
lizard,21,16,-16,19,237,145,880,evil,0,
wingedrat,32,10,27,17,168,206,1013,evil,1,
wingedrat,26,13,24,11,147,204,1049,evil,1,
wingedrat,18,6,23,9,170,176,924,evil,1,
human,8,13,14,33,221,93,305,neutral,0,148.0
orc,65,27,14,12,306,348,2287,evil,0,
wingedrat,29,17,21,10,156,199,925,evil,1,
human,15,15,13,39,196,105,299,neutral,0,153.0
human,11,13,17,29,219,105,326,neutral,0,140.0
human,9,10,12,41,209,102,305,neutral,0,159.0
wingedrat,22,20,21,18,154,220,1012,evil,1,
lizard,18,23,-23,16,220,121,791,evil,0,
human,14,10,14,32,234,100,312,neutral,0,145.0
halfling,13,8,13,17,114,114,171,good,0,
human,16,9,13,36,202,112,306,neutral,0,146.0
orc,31,30,9,11,351,306,2144,evil,0,
halfling,18,11,11,22,131,95,160,good,0,
human,15,9,15,28,209,113,331,neutral,0,139.0
lizard,24,17,-16,16,199,146,814,evil,0,
human,9,14,12,35,218,89,291,neutral,0,150.0
wingedrat,27,11,18,12,163,207,1011,evil,1,
wingedrat,24,14,21,14,155,241,1081,evil,1,
lizard,30,17,-22,18,212,133,838,evil,0,
halfling,17,8,13,18,137,122,190,good,0,
orc,43,27,8,8,356,316,2283,evil,0,
lizard,19,20,-15,18,222,128,828,evil,0,
halfling,13,8,15,13,123,118,179,good,0,
wingedrat,36,13,24,16,162,234,1128,evil,1,
human,9,11,12,34,220,117,347,neutral,0,149.0
wingedrat,26,17,18,13,156,198,988,evil,1,
lizard,24,23,-16,27,205,124,799,neutral,0,
lizard,21,25,-23,19,226,128,845,evil,0,
human,12,13,14,36,218,93,292,neutral,0,152.0
halfling,10,11,11,20,141,116,186,good,0,
orc,44,31,5,8,344,324,2241,evil,0,
orc,44,32,6,10,358,341,2240,evil,0,
halfling,16,14,12,24,106,118,171,good,0,
human,13,14,15,36,220,109,324,neutral,0,154.0
halfling,12,6,8,33,144,101,173,good,0,
halfling,17,11,15,25,131,89,154,good,0,
lizard,23,14,-17,24,230,127,864,neutral,0,
halfling,15,6,8,26,141,116,186,good,0,
wingedrat,26,12,23,13,160,192,987,evil,1,
human,15,16,15,30,208,96,286,neutral,0,140.0
human,16,16,12,31,218,93,307,neutral,0,140.0
lizard,21,25,-23,19,220,139,934,evil,0,
wingedrat,22,17,20,10,156,196,963,evil,1,
wingedrat,22,20,25,12,148,199,916,evil,1,
wingedrat,19,16,22,16,162,193,967,evil,1,
halfling,18,10,16,26,127,105,168,good,0,
halfling,12,13,13,17,129,105,169,good,0,
orc,45,32,7,4,340,315,2122,evil,0,
halfling,18,11,10,17,107,110,163,good,0,
wingedrat,,,,,142,211,1022,evil,1,
human,10,10,12,25,236,110,346,neutral,0,135.0
human,16,14,16,29,229,115,352,neutral,0,142.0
halfling,17,13,16,15,116,109,167,good,0,
human,6,16,12,33,204,103,300,neutral,0,150.0
halfling,12,7,18,22,123,106,167,good,0,
human,9,18,10,24,208,103,319,neutral,0,138.0
human,12,11,15,36,209,110,325,neutral,0,149.0
halfling,13,5,11,26,125,73,135,good,0,
human,13,6,17,30,206,103,307,neutral,0,141.0
lizard,22,16,-13,17,211,148,902,evil,0,
wingedrat,24,11,21,16,163,194,991,evil,1,
lizard,22,25,-11,19,204,124,791,evil,0,
orc,54,29,12,12,381,338,2379,evil,0,
halfling,17,14,10,27,112,109,165,good,0,
wingedrat,18,18,26,18,165,237,1123,neutral,1,
wingedrat,26,17,26,16,151,202,1006,evil,1,
wingedrat,24,15,26,13,156,205,996,evil,1,
orc,44,32,10,5,332,323,2198,evil,0,
wingedrat,22,16,23,13,183,181,942,evil,1,
wingedrat,26,17,18,11,163,205,987,evil,1,
halfling,15,14,13,25,135,122,189,good,0,
wingedrat,27,11,19,14,163,241,1106,evil,1,
human,13,13,11,35,213,98,306,neutral,0,148.0
wingedrat,25,11,27,15,158,194,951,evil,1,
wingedrat,33,14,20,16,150,214,1018,evil,1,
orc,51,25,11,10,320,327,2168,evil,0,
human,14,6,11,45,231,89,302,neutral,0,160.0
halfling,17,8,17,26,126,122,185,good,0,
halfling,18,11,14,17,130,89,154,good,0,
orc,58,31,8,10,302,379,2385,evil,0,
wingedrat,33,16,23,13,157,187,962,evil,1,
halfling,14,9,15,29,121,86,146,good,0,
wingedrat,19,17,19,15,160,208,997,evil,1,
halfling,19,6,9,32,117,105,163,good,0,
human,11,14,11,35,216,109,336,neutral,0,151.0
orc,55,25,10,11,384,314,2312,evil,0,
wingedrat,27,19,26,8,154,206,961,evil,1,
halfling,12,9,14,24,129,107,171,good,0,
lizard,14,23,-5,21,219,122,834,neutral,0,
wingedrat,28,20,29,10,152,219,1066,evil,1,
halfling,19,13,15,27,140,93,163,good,0,
orc,44,26,10,4,365,315,2273,evil,0,
halfling,13,12,13,22,140,116,186,good,0,
human,11,11,9,37,220,104,323,neutral,0,149.0
wingedrat,22,19,23,14,133,177,855,evil,1,
wingedrat,21,18,28,10,162,212,1048,evil,1,
lizard,24,18,-12,30,224,142,927,neutral,0,
lizard,22,26,-19,18,226,128,851,evil,0,
wingedrat,26,15,21,15,143,189,883,evil,1,
halfling,16,10,10,32,119,111,170,good,0,
orc,37,29,9,6,332,366,2330,evil,0,
human,15,10,14,34,217,101,310,neutral,0,149.0
orc,40,21,6,7,348,338,2287,evil,0,
halfling,17,6,14,24,134,104,171,good,0,
human,9,12,12,35,214,94,304,neutral,0,152.0
lizard,30,17,-23,21,203,109,724,evil,0,
halfling,17,17,13,26,136,108,176,good,0,
human,12,12,7,39,227,105,319,neutral,0,155.0
wingedrat,30,17,25,18,155,218,1079,evil,1,
wingedrat,28,12,23,11,149,189,899,evil,1,
wingedrat,24,16,29,8,150,214,1030,evil,1,
human,17,12,10,25,237,100,319,neutral,0,137.0
lizard,18,19,-19,20,232,115,795,neutral,0,
human,14,12,10,43,231,99,323,neutral,0,162.0
lizard,21,26,-18,25,207,112,726,neutral,0,
orc,37,28,8,13,347,312,2219,evil,0,
lizard,18,21,-27,15,207,139,887,evil,0,
human,16,3,13,30,224,110,329,neutral,0,139.0
lizard,23,18,-18,29,215,127,810,neutral,0,
human,10,11,16,38,215,106,316,neutral,0,158.0
orc,59,28,12,9,346,336,2238,evil,0,
halfling,18,10,15,18,94,94,141,good,0,
wingedrat,26,16,23,11,172,210,981,evil,1,
lizard,24,19,-14,23,204,119,735,evil,0,
orc,27,25,10,7,374,337,2379,evil,0,
lizard,25,21,-9,21,203,142,871,evil,0,
halfling,13,9,12,26,123,91,152,good,0,
halfling,13,12,16,18,124,134,196,good,0,
orc,45,27,11,7,329,341,2261,evil,0,
halfling,12,7,12,23,115,118,175,good,0,
halfling,13,11,11,29,122,105,166,good,0,
wingedrat,26,16,26,11,180,187,935,evil,1,
wingedrat,20,14,27,11,159,236,1141,evil,1,
orc,47,29,9,10,354,354,2362,evil,0,
orc,40,36,7,9,371,329,2275,evil,0,
human,13,12,16,31,203,99,295,neutral,0,147.0
orc,48,25,7,10,345,333,2262,evil,0,
human,10,12,15,35,231,111,322,neutral,0,150.0
human,11,11,11,33,223,120,360,neutral,0,150.0
human,7,15,17,31,211,108,310,neutral,0,148.0
lizard,25,21,-22,26,210,98,717,neutral,0,
human,16,12,12,44,207,94,307,neutral,0,159.0
wingedrat,34,21,19,9,145,190,929,evil,1,
lizard,24,17,-14,23,211,129,844,evil,0,
wingedrat,34,18,28,12,164,158,778,evil,1,
human,16,10,17,28,224,112,342,neutral,0,137.0
orc,40,29,6,10,333,324,2245,evil,0,
halfling,20,7,8,25,140,104,174,good,0,
lizard,20,19,-17,16,209,133,835,evil,0,
wingedrat,28,12,25,11,154,207,983,evil,1,
wingedrat,22,17,20,12,181,209,979,evil,1,
halfling,17,9,15,25,120,107,167,good,0,
human,12,12,14,45,235,110,337,neutral,0,165.0
orc,34,17,9,6,339,317,2261,evil,0,
halfling,10,3,11,25,96,75,123,good,0,
lizard,26,20,-21,25,230,132,856,evil,0,
lizard,20,22,-26,30,244,123,871,neutral,0,
lizard,20,23,-10,22,225,128,864,neutral,0,
lizard,21,16,-24,26,213,108,707,neutral,0,
wingedrat,33,19,22,9,153,217,1015,evil,1,
lizard,21,24,-26,18,215,121,839,evil,0,
halfling,10,12,13,27,116,98,156,good,0,
human,14,11,12,33,236,93,324,neutral,0,148.0
orc,60,26,12,5,331,310,2179,evil,0,
lizard,25,16,-17,20,214,123,811,evil,0,
lizard,27,22,-19,24,217,129,772,evil,0,
lizard,17,21,-24,28,215,113,809,neutral,0,
lizard,18,16,-13,27,209,113,775,neutral,0,
wingedrat,32,16,24,9,156,219,1009,evil,1,
orc,38,30,15,14,308,332,2221,evil,0,
lizard,14,15,-18,17,214,116,797,neutral,0,
wingedrat,32,18,17,13,164,195,929,evil,1,
halfling,14,9,13,24,158,114,193,good,0,
halfling,15,7,10,24,133,114,180,good,0,
wingedrat,31,17,21,16,164,183,949,evil,1,
wingedrat,24,20,18,9,143,166,817,evil,1,
lizard,24,24,-23,21,230,129,809,evil,0,
lizard,21,21,-14,23,219,131,833,neutral,0,
wingedrat,28,15,23,15,153,187,938,evil,1,
halfling,14,10,14,19,146,113,186,good,0,
halfling,13,7,16,18,121,69,129,good,0,
lizard,19,24,-13,14,211,122,805,evil,0,
human,10,16,16,32,216,105,325,neutral,0,151.0
halfling,14,13,15,28,118,138,197,good,0,
halfling,11,8,5,26,125,109,171,good,0,
halfling,18,11,7,21,124,130,192,good,0,
human,10,16,13,26,206,103,304,neutral,0,140.0
lizard,25,24,-18,17,233,141,901,evil,0,
human,14,7,13,38,207,98,297,neutral,0,149.0
orc,41,14,12,8,334,314,2175,evil,0,
wingedrat,19,16,28,12,152,230,1037,evil,1,
orc,27,19,12,12,330,314,2211,evil,0,
lizard,20,12,-11,27,203,126,857,neutral,0,
wingedrat,20,11,25,15,136,227,1053,evil,1,
wingedrat,20,18,24,15,138,198,897,evil,1,
lizard,22,21,-22,22,204,137,856,neutral,0,
human,7,12,13,41,220,81,292,neutral,0,160.0
lizard,23,22,-17,21,225,120,799,evil,0,
human,13,15,15,37,214,126,355,neutral,0,152.0
wingedrat,21,10,25,15,155,181,922,evil,1,
human,15,12,7,33,232,103,332,neutral,0,145.0
human,10,14,12,39,224,107,337,neutral,0,154.0
human,7,12,18,39,227,106,333,neutral,0,157.0
halfling,19,9,18,20,127,126,189,good,0,
orc,52,25,11,5,323,319,2080,evil,0,
lizard,27,21,-16,22,228,141,893,evil,0,
halfling,15,6,9,23,132,108,174,good,0,
halfling,17,9,13,17,134,112,179,good,0,
wingedrat,24,10,18,15,160,200,932,evil,1,
wingedrat,25,18,24,11,151,210,1044,evil,1,
human,13,12,16,38,228,107,332,neutral,0,152.0
halfling,14,14,11,23,127,121,184,good,0,
orc,40,24,12,10,359,332,2238,evil,0,
wingedrat,23,19,24,10,163,187,942,evil,1,
orc,36,30,15,14,331,326,2169,evil,0,
wingedrat,32,14,21,13,152,202,997,evil,1,
lizard,24,25,-12,22,223,134,829,evil,0,
lizard,19,23,-21,19,225,120,782,neutral,0,
wingedrat,25,17,17,12,146,216,1011,evil,1,
halfling,14,7,16,21,132,125,191,good,0,
human,10,12,8,37,232,92,307,neutral,0,152.0
halfling,17,14,16,19,109,120,174,good,0,
halfling,16,12,8,27,122,101,162,good,0,
halfling,16,14,14,23,117,119,177,good,0,
orc,34,28,10,8,323,328,2194,evil,0,
lizard,30,18,-22,28,200,112,741,evil,0,
wingedrat,26,10,26,13,155,244,1141,evil,1,
human,11,15,11,33,216,111,314,neutral,0,150.0
halfling,18,11,11,23,151,104,179,good,0,
human,13,8,12,35,227,93,312,neutral,0,148.0
lizard,25,19,-17,24,217,125,815,evil,0,
human,16,12,16,38,225,102,322,neutral,0,151.0
human,17,12,10,37,217,103,310,neutral,0,148.0
lizard,17,18,-7,24,218,136,841,neutral,0,
lizard,23,18,-27,30,217,144,879,neutral,0,
orc,34,27,7,12,345,293,2078,evil,0,
halfling,13,9,16,23,137,103,171,good,0,
lizard,22,20,-18,20,223,141,870,evil,0,
halfling,12,6,12,27,126,106,169,good,0,
halfling,11,10,14,19,121,103,163,good,0,
human,15,12,16,32,222,91,307,neutral,0,145.0
orc,58,21,15,6,348,322,2215,evil,0,
human,12,15,16,35,213,106,305,neutral,0,149.0
wingedrat,25,11,15,13,170,220,1057,evil,1,
human,16,13,11,33,219,85,281,neutral,0,144.0
wingedrat,18,18,20,10,162,216,1035,evil,1,
wingedrat,28,13,21,11,161,170,914,evil,1,
orc,55,33,13,9,367,310,2261,evil,0,
halfling,14,11,9,22,131,100,165,good,0,
halfling,17,7,9,20,127,83,146,good,0,
human,12,16,13,32,223,100,318,neutral,0,147.0
lizard,27,23,-22,21,225,142,867,evil,0,
human,13,12,14,34,211,99,308,neutral,0,145.0
lizard,17,18,-12,20,215,133,818,neutral,0,
human,11,9,9,30,206,103,329,neutral,0,144.0
human,11,11,9,36,223,91,318,neutral,0,153.0
human,13,9,8,38,200,100,302,neutral,0,151.0
human,14,12,12,39,221,101,316,neutral,0,153.0
human,15,10,15,34,208,113,328,neutral,0,147.0
human,17,17,9,41,212,107,338,neutral,0,156.0
lizard,23,16,-10,25,224,116,786,neutral,0,
halfling,15,5,10,26,134,100,167,good,0,
lizard,19,17,-21,28,235,120,839,neutral,0,
wingedrat,17,12,34,13,161,239,1099,evil,1,
lizard,26,23,-12,24,201,122,799,evil,0,
lizard,24,22,-14,23,225,133,875,evil,0,
halfling,16,12,15,23,134,127,194,good,0,
halfling,14,7,10,19,127,74,137,good,0,
wingedrat,31,12,22,12,142,160,833,evil,1,
wingedrat,24,17,22,14,177,215,1086,evil,1,
orc,52,17,4,6,358,337,2246,evil,0,
human,14,16,9,32,202,108,311,neutral,0,147.0
wingedrat,20,16,20,16,160,229,1067,evil,1,
wingedrat,26,20,18,17,162,225,1074,evil,1,
wingedrat,20,14,19,4,162,194,991,evil,1,
halfling,18,2,12,21,137,78,146,good,0,
halfling,15,13,12,24,151,84,159,good,0,
wingedrat,23,15,25,14,159,209,1020,evil,1,
orc,37,22,12,10,347,337,2297,evil,0,
lizard,22,22,-10,20,218,125,874,evil,0,
